fdc_id,nutrient_id,amount
328690,1089,0.14
328690,1092,121
328690,1093,277
328690,1101,0.015
328690,1098,0.072
328690,1087,133
328690,1095,0.43
328691,1167,0.09
328692,1166,0.24
328693,1103,10.4
328694,1165,0.02
328700,1127,0
328700,1109,0.07
328700,1129,0
328700,1131,0
328700,1126,0
328700,1125,0
328700,1128,0
328700,1130,0
328701,1253,12
328702,1177,7
328703,1093,267
328703,1090,9.5
328703,1092,125
328703,1089,0.21
328703,1087,137
328703,1098,0.031
328703,1095,0.42
328703,1091,158
328703,1101,0.015
328704,1167,0.09
328705,1166,0.24
328706,1103,9.9
328707,1165,0.02
328708,1175,0.058
328709,1267,0.003
328709,1311,0.01
328709,1263,0.062
328709,1276,0
328709,1280,0
328709,1271,0.002
328709,1333,0
328709,1405,0
328709,1334,0
328709,1300,0.012
328709,1262,0.063
328709,1317,0
328709,1261,0.021
328709,1323,0.004
328709,1266,0.194
328709,1299,0.022
328709,1316,0.039
328709,1321,0
328709,1265,0.561
328709,1315,0.393
328709,1303,0.003
328709,1409,0
328709,1335,0
328709,1260,0.034
328709,1304,0.047
328709,1259,0.04
328709,1406,0.002
328709,1404,0.007
328709,1273,0
328709,1277,0.002
328709,1301,0
328709,1313,0
328709,1278,0.002
328709,1264,0.2
328709,1272,0
328709,1312,0
328709,1306,0.013
328709,1305,0
328709,1414,0
328709,1411,0
328709,1314,0.027
328710,1170,0.57
328711,1002,1.42
328711,1004,2.08
328711,1051,81.6
328711,1007,1.23
328712,1178,0.45
328718,1087,84
328718,1089,0.1
328718,1098,0.025
328718,1093,319
328718,1095,0.38
328718,1091,148
328718,1101,0.015
328718,1090,10.8
328718,1092,159
328719,1259,0.049
328719,1260,0.032
328719,1299,0.021
328719,1280,0
328719,1411,0
328719,1262,0.062
328719,1267,0.002
328719,1409,0
328719,1316,0.06
328719,1277,0.003
328719,1306,0.014
328719,1300,0.012
328719,1311,0.01
328719,1321,0
328719,1265,0.565
328719,1414,0
328719,1301,0
328719,1333,0
328719,1272,0
328719,1405,0
328719,1276,0
328719,1261,0.023
328719,1266,0.257
328719,1404,0.007
328719,1278,0
328719,1264,0.201
328719,1303,0.005
328719,1312,0
328719,1406,0.002
328719,1335,0
328719,1313,0
328719,1334,0
328719,1304,0.058
328719,1263,0.06
328719,1317,0
328719,1323,0.004
328719,1315,0.451
328719,1314,0.023
328719,1305,0
328719,1273,0.001
328719,1271,0.004
328720,1004,2.55
328720,1051,81.5
328720,1007,1.29
328720,1002,1.45
328726,1089,0.12
328726,1093,305
328726,1092,91
328726,1087,103
328726,1091,162
328726,1101,0.015
328726,1090,7.5
328726,1098,0.025
328726,1095,0.51
328727,1414,0
328727,1273,0.001
328727,1316,0.042
328727,1404,0.009
328727,1335,0
328727,1315,0.404
328727,1278,0.001
328727,1334,0
328727,1405,0
328727,1265,0.539
328727,1323,0.004
328727,1304,0.046
328727,1264,0.203
328727,1317,0
328727,1276,0
328727,1300,0.01
328727,1303,0.004
328727,1272,0
328727,1260,0.033
328727,1409,0
328727,1306,0.014
328727,1266,0.198
328727,1313,0
328727,1311,0.009
328727,1312,0
328727,1333,0
328727,1280,0.001
328727,1261,0.022
328727,1271,0.002
328727,1262,0.059
328727,1263,0.063
328727,1301,0
328727,1299,0.023
328727,1277,0.004
328727,1321,0
328727,1406,0.002
328727,1314,0.025
328727,1259,0.039
328727,1305,0
328727,1411,0
328727,1267,0.003
328728,1002,2.08
328728,1007,1.19
328728,1004,2.11
328728,1051,80.4
328733,1101,0.015
328733,1093,306
328733,1087,91
328733,1089,0.15
328733,1090,8.7
328733,1098,0.025
328733,1095,0.51
328733,1092,109
328733,1091,153
328734,1303,0.005
328734,1317,0
328734,1267,0.003
328734,1414,0
328734,1299,0.022
328734,1301,0
328734,1304,0.041
328734,1306,0.01
328734,1300,0.01
328734,1312,0
328734,1266,0.203
328734,1409,0
328734,1259,0.035
328734,1261,0.02
328734,1278,0
328734,1323,0.004
328734,1405,0
328734,1262,0.059
328734,1406,0.003
328734,1264,0.187
328734,1311,0.007
328734,1316,0.039
328734,1305,0
328734,1333,0
328734,1335,0
328734,1273,0
328734,1313,0
328734,1263,0.059
328734,1315,0.359
328734,1260,0.032
328734,1411,0
328734,1321,0
328734,1280,0
328734,1271,0.003
328734,1334,0
328734,1404,0.006
328734,1272,0
328734,1277,0.003
328734,1265,0.534
328734,1314,0.024
328734,1276,0
328735,1004,2.26
328735,1051,80.2
328735,1007,1.23
328735,1002,1.96
328741,1004,2.35
328741,1051,80.2
328741,1253,13
328742,1095,0.95
328742,1093,345
328742,1090,8.2
328742,1101,0.015
328742,1098,0.025
328742,1091,134
328742,1092,103
328742,1087,76
328742,1089,0.1
328743,1167,0.06
328744,1166,0.19
328745,1103,17.3
328746,1165,0.02
328747,1175,0.056
328748,1411,0
328748,1304,0.064
328748,1334,0
328748,1261,0.026
328748,1299,0.024
328748,1404,0.007
328748,1321,0
328748,1306,0.014
328748,1311,0.01
328748,1300,0.009
328748,1314,0.026
328748,1315,0.511
328748,1276,0
328748,1272,0
328748,1323,0.004
328748,1259,0.051
328748,1266,0.297
328748,1312,0
328748,1280,0
328748,1262,0.075
328748,1313,0
328748,1333,0
328748,1414,0
328748,1263,0.074
328748,1265,0.67
328748,1409,0
328748,1278,0
328748,1264,0.236
328748,1267,0.004
328748,1273,0
328748,1303,0.005
328748,1277,0.002
328748,1271,0.005
328748,1305,0
328748,1301,0
328748,1335,0
328748,1317,0
328748,1316,0.06
328748,1260,0.042
328748,1406,0.004
328748,1405,0
328749,1004,2.07
328749,1051,80.4
328749,1007,1.06
328749,1002,1.97
328750,1178,0.43
328756,1105,75
328757,1253,12
328758,1101,0.015
328758,1089,0.14
328758,1093,331
328758,1091,142
328758,1092,146
328758,1095,0.51
328758,1098,0.024
328758,1090,10.5
328758,1087,131
328759,1167,0.12
328760,1166,0.3
328761,1103,8.8
328762,1014,0
328762,1012,0
328762,1011,0
328762,1010,0
328762,1013,4.74
328762,1075,0.07
328763,1165,0.02
328764,1175,0.069
328765,1314,0.019
328765,1335,0
328765,1273,0.001
328765,1323,0.003
328765,1313,0
328765,1299,0.018
328765,1260,0.034
328765,1300,0.009
328765,1262,0.077
328765,1311,0.009
328765,1276,0
328765,1316,0.055
328765,1411,0.001
328765,1409,0
328765,1315,0.379
328765,1306,0.011
328765,1406,0.002
328765,1305,0
328765,1334,0
328765,1265,0.48
328765,1405,0
328765,1333,0
328765,1267,0.002
328765,1321,0
328765,1266,0.214
328765,1278,0.001
328765,1312,0
328765,1271,0.003
328765,1301,0.001
328765,1317,0
328765,1280,0.002
328765,1261,0.085
328765,1414,0
328765,1272,0
328765,1259,0.036
328765,1264,0.177
328765,1304,0.05
328765,1277,0.002
328765,1404,0.007
328765,1263,0.057
328765,1303,0.003
328766,1170,0.58
328767,1007,1.32
328767,1051,80.6
328767,1002,1.45
328767,1004,2.4
328768,1178,0.31
328774,1253,13
328775,1092,103
328775,1090,8.2
328775,1089,0.1
328775,1087,81
328775,1098,0.027
328775,1095,1.04
328775,1091,135
328775,1101,0.015
328775,1093,346
328776,1167,0.06
328777,1166,0.2
328778,1103,18.3
328779,1165,0.02
328780,1175,0.056
328781,1278,0.001
328781,1272,0
328781,1271,0.003
328781,1263,0.064
328781,1305,0
328781,1323,0.004
328781,1262,0.058
328781,1266,0.262
328781,1259,0.033
328781,1414,0
328781,1315,0.447
328781,1267,0.004
328781,1334,0
328781,1335,0
328781,1313,0.001
328781,1261,0.024
328781,1316,0.054
328781,1265,0.6
328781,1314,0.024
328781,1404,0.007
328781,1411,0.001
328781,1264,0.21
328781,1280,0.001
328781,1306,0.014
328781,1304,0.052
328781,1276,0
328781,1333,0
328781,1277,0.005
328781,1312,0
328781,1321,0
328781,1300,0.011
328781,1405,0
328781,1303,0.005
328781,1317,0
328781,1406,0.003
328781,1311,0.009
328781,1409,0
328781,1273,0.001
328781,1299,0.023
328781,1301,0.001
328781,1260,0.039
328782,1170,0.47
328783,1051,80.7
328783,1007,1.22
328783,1004,2.23
328783,1002,1.98
328784,1178,0.39
328790,1095,0.38
328790,1090,9.9
328790,1101,0.015
328790,1098,0.025
328790,1093,300
328790,1091,140
328790,1087,80
328790,1089,0.1
328790,1092,148
328791,1301,0
328791,1314,0.026
328791,1276,0
328791,1411,0.001
328791,1304,0.048
328791,1321,0
328791,1406,0.002
328791,1333,0
328791,1334,0
328791,1264,0.193
328791,1317,0
328791,1315,0.411
328791,1267,0.003
328791,1303,0.005
328791,1323,0.004
328791,1271,0.003
328791,1306,0.014
328791,1278,0.001
328791,1262,0.053
328791,1335,0
328791,1305,0
328791,1277,0.004
328791,1311,0.01
328791,1261,0.021
328791,1414,0
328791,1300,0.01
328791,1404,0.006
328791,1299,0.021
328791,1260,0.034
328791,1280,0.001
328791,1316,0.045
328791,1266,0.234
328791,1265,0.554
328791,1405,0
328791,1259,0.034
328791,1312,0
328791,1272,0
328791,1313,0
328791,1409,0
328791,1273,0.001
328791,1263,0.059
328792,1051,81.8
328792,1007,1.26
328792,1004,2.19
328792,1002,1.57
328798,1253,11
328799,1093,334
328799,1089,0.1
328799,1101,0.015
328799,1092,143
328799,1091,175
328799,1098,0.025
328799,1090,8.6
328799,1095,0.38
328799,1087,168
328800,1167,0.12
328801,1166,0.26
328802,1103,12.4
328803,1165,0.02
328804,1175,0.054
328805,1271,0.002
328805,1280,0.001
328805,1333,0
328805,1334,0
328805,1313,0
328805,1405,0
328805,1263,0.071
328805,1404,0.008
328805,1312,0
328805,1278,0.001
328805,1316,0.05
328805,1335,0
328805,1262,0.066
328805,1299,0.025
328805,1273,0.001
328805,1411,0
328805,1266,0.226
328805,1321,0
328805,1259,0.045
328805,1276,0
328805,1317,0
328805,1277,0.003
328805,1306,0.016
328805,1409,0
328805,1300,0.012
328805,1406,0.002
328805,1260,0.039
328805,1261,0.026
328805,1315,0.455
328805,1304,0.054
328805,1267,0.003
328805,1301,0.001
328805,1311,0.01
328805,1264,0.229
328805,1303,0.005
328805,1414,0
328805,1323,0.004
328805,1265,0.631
328805,1272,0
328805,1305,0
328805,1314,0.029
328806,1170,0.49
328807,1004,2.72
328807,1007,1.57
328807,1051,81.6
328807,1002,1.72
328808,1178,0.59
328814,1253,13
328815,1167,0.06
328816,1166,0.22
328817,1103,17.8
328818,1165,0.02
328819,1175,0.055
328820,1273,0
328820,1262,0.072
328820,1300,0.009
328820,1266,0.265
328820,1406,0.002
328820,1271,0.003
328820,1404,0.008
328820,1263,0.07
328820,1335,0
328820,1321,0
328820,1306,0.013
328820,1276,0
328820,1409,0
328820,1305,0
328820,1304,0.063
328820,1303,0.005
328820,1265,0.619
328820,1314,0.023
328820,1260,0.039
328820,1261,0.024
328820,1267,0.003
328820,1299,0.024
328820,1264,0.22
328820,1316,0.065
328820,1259,0.043
328820,1333,0
328820,1317,0
328820,1414,0
328820,1313,0
328820,1315,0.475
328820,1311,0.009
328820,1405,0
328820,1323,0.004
328820,1278,0
328820,1334,0
328820,1312,0
328820,1301,0
328820,1277,0.003
328820,1280,0
328820,1272,0
328820,1411,0
328821,1051,80.7
328821,1007,1.27
328821,1002,1.98
328821,1004,2.31
328822,1178,0.32
328823,1089,0.2
328823,1098,0.031
328823,1090,9.7
328823,1093,420
328823,1101,0.015
328823,1095,1.19
328823,1092,124
328823,1087,96
328823,1091,168
328829,1253,11
328830,1090,8.2
328830,1092,99
328830,1091,138
328830,1087,79
328830,1089,0.11
328830,1101,0.015
328830,1098,0.025
328830,1095,0.65
328830,1093,331
328831,1167,0.15
328832,1166,0.22
328833,1103,16.9
328834,1165,0.02
328835,1175,0.053
328836,1323,0.003
328836,1266,0.175
328836,1278,0
328836,1321,0
328836,1299,0.016
328836,1273,0.001
328836,1334,0
328836,1304,0.038
328836,1335,0
328836,1272,0
328836,1305,0
328836,1405,0
328836,1406,0.001
328836,1277,0.003
328836,1280,0
328836,1264,0.141
328836,1404,0.005
328836,1314,0.016
328836,1317,0
328836,1271,0.002
328836,1301,0
328836,1414,0
328836,1259,0.031
328836,1333,0
328836,1260,0.026
328836,1316,0.036
328836,1315,0.306
328836,1409,0
328836,1313,0
328836,1262,0.042
328836,1311,0.007
328836,1306,0.009
328836,1265,0.409
328836,1261,0.017
328836,1303,0.003
328836,1267,0.002
328836,1312,0
328836,1411,0
328836,1300,0.006
328836,1276,0
328836,1263,0.043
328837,1170,0.47
328838,1051,81.6
328838,1002,1.97
328838,1004,2.64
328838,1007,1.22
328839,1178,0.48
328840,1333,0
328840,1273,0.001
328840,1414,0
328840,1334,0
328840,1267,0.003
328840,1313,0
328840,1323,0.004
328840,1314,0.025
328840,1304,0.053
328840,1276,0
328840,1303,0.007
328840,1409,0
328840,1300,0.013
328840,1316,0.059
328840,1277,0.003
328840,1311,0.01
328840,1405,0
328840,1260,0.038
328840,1278,0
328840,1335,0
328840,1306,0.014
328840,1264,0.213
328840,1261,0.025
328840,1262,0.061
328840,1259,0.051
328840,1315,0.46
328840,1271,0.003
328840,1263,0.068
328840,1299,0.022
328840,1406,0.002
328840,1411,0
328840,1404,0.008
328840,1301,0
328840,1265,0.609
328840,1321,0
328840,1272,0
328840,1317,0
328840,1280,0
328840,1312,0
328840,1305,0
328840,1266,0.253
328841,1276,0
328841,1092,120
328841,1292,0.469
328841,1406,0.002
328841,1105,69
328841,1011,0
328841,1177,10
328841,1266,0.228
328841,1258,1.26
328841,1127,0
328841,1085,1.87
328841,1315,0.419
328841,1012,0
328841,1305,0
328841,1007,1.25
328841,1265,0.568
328841,1106,69
328841,1010,0
328841,1409,0
328841,1063,4.1
328841,1101,0.015
328841,1167,0.09
328841,1314,0.024
328841,1259,0.04
328841,1405,0
328841,2022,0.003
328841,1004,2.3
328841,1280,0.001
328841,1095,0.61
328841,1089,0.13
328841,1075,0.12
328841,2012,0.003
328841,1263,0.062
328841,1306,0.013
328841,2025,0
328841,1414,0
328841,1005,4.31
328841,1003,11
328841,1411,0
328841,1002,1.73
328841,1329,0.056
328841,1051,81.1
328841,1129,0
328841,1013,3.98
328841,1170,0.508
328841,1014,0
328841,1317,0
328841,1323,0.004
328841,1312,0
328841,2016,0.058
328841,1303,0.005
328841,1103,14.6
328841,1093,321
328841,2026,0
328841,2023,0.001
328841,1272,0
328841,1277,0.003
328841,1333,0
328841,1091,148
328841,2020,0.002
328841,1131,0
328841,1090,8.9
328841,1125,0
328841,1316,0.049
328841,1311,0.009
328841,1253,12
328841,1334,0
328841,1267,0.003
328841,1300,0.01
328841,1165,0.02
328841,2018,0.007
328841,1109,0.08
328841,1130,0
328841,1271,0.003
328841,1264,0.201
328841,1008,84
328841,1321,0
328841,1260,0.035
328841,1262,0.061
328841,1166,0.234
328841,1098,0.03
328841,1178,0.42
328841,1301,0
328841,2024,0.001
328841,1330,0.013
328841,1278,0.001
328841,2009,0.019
328841,2010,0.004
328841,1313,0
328841,1175,0.057
328841,1087,103
328841,1335,0
328841,1304,0.051
328841,1404,0.007
328841,1293,0.072
328841,1299,0.022
328841,1128,0
328841,1261,0.026
328841,1273,0.001
328841,1126,0
328841,1257,0.069
328841,1062,352
328847,1092,147
328847,1101,0.036
328847,1089,0.22
328847,1095,3.8
328847,1090,30.5
328847,1087,743
328847,1098,0.038
328847,1091,571
328847,1093,677
328848,1405,0
328848,1260,0.357
328848,1323,0.038
328848,1334,0
328848,1280,0.012
328848,1303,0.062
328848,1271,0.032
328848,1305,0
328848,1259,0.409
328848,1262,0.545
328848,1315,4.07
328848,1312,0
328848,1333,0
328848,1265,5.44
328848,1264,1.97
328848,1278,0.006
328848,1306,0.137
328848,1266,2.04
328848,1406,0.021
328848,1313,0.004
328848,1277,0.036
328848,1273,0.007
328848,1404,0.076
328848,1304,0.486
328848,1267,0.029
328848,1301,0.004
328848,1409,0.002
328848,1414,0
328848,1261,0.226
328848,1300,0.122
328848,1299,0.203
328848,1335,0
328848,1272,0
328848,1316,0.471
328848,1263,0.628
328848,1321,0
328848,1311,0.099
328848,1314,0.255
328848,1276,0
328848,1317,0
328848,1411,0.005
328849,1051,46.3
328849,1002,3.75
328849,1004,20.9
328849,1007,3
328854,1090,33.7
328854,1095,3.94
328854,1092,110
328854,1098,0.04
328854,1093,549
328854,1101,0.034
328854,1087,862
328854,1089,0.19
328854,1091,535
328855,1321,0
328855,1317,0.001
328855,1271,0.03
328855,1277,0.038
328855,1333,0
328855,1262,0.583
328855,1261,0.238
328855,1266,1.97
328855,1316,0.469
328855,1306,0.156
328855,1323,0.043
328855,1335,0
328855,1300,0.134
328855,1409,0.002
328855,1273,0.008
328855,1312,0
328855,1267,0.03
328855,1278,0.008
328855,1314,0.3
328855,1272,0.001
328855,1276,0
328855,1259,0.428
328855,1305,0
328855,1301,0.005
328855,1404,0.101
328855,1405,0.003
328855,1334,0
328855,1414,0
328855,1315,4.13
328855,1265,5.89
328855,1313,0.004
328855,1280,0.015
328855,1304,0.473
328855,1264,2.12
328855,1260,0.375
328855,1311,0.109
328855,1411,0.004
328855,1299,0.219
328855,1406,0.02
328855,1303,0.064
328855,1263,0.673
328856,1004,21.5
328856,1002,3.86
328856,1051,43.3
328856,1007,3.84
328866,1091,518
328866,1095,3.61
328866,1087,679
328866,1092,125
328866,1098,0.031
328866,1101,0.034
328866,1089,0.32
328866,1093,751
328866,1090,26.8
328867,1300,0.118
328867,1303,0.062
328867,1333,0
328867,1315,3.94
328867,1321,0
328867,1314,0.251
328867,1414,0
328867,1263,0.602
328867,1304,0.467
328867,1406,0.021
328867,1278,0.006
328867,1271,0.025
328867,1405,0
328867,1266,1.98
328867,1305,0
328867,1277,0.034
328867,1299,0.199
328867,1334,0
328867,1311,0.091
328867,1301,0.005
328867,1316,0.441
328867,1411,0.005
328867,1259,0.374
328867,1280,0.01
328867,1317,0
328867,1272,0
328867,1404,0.064
328867,1262,0.529
328867,1260,0.34
328867,1306,0.135
328867,1323,0.036
328867,1313,0.004
328867,1261,0.215
328867,1335,0
328867,1409,0.002
328867,1276,0
328867,1267,0.028
328867,1265,5.34
328867,1264,1.9
328867,1312,0
328867,1273,0.007
328868,1007,4
328868,1004,20.3
328868,1051,47.5
328868,1002,3.7
328878,1092,91
328878,1095,3.57
328878,1098,0.034
328878,1087,780
328878,1093,639
328878,1090,29.2
328878,1089,0.28
328878,1101,0.038
328878,1091,484
328879,1280,0.012
328879,1265,5.58
328879,1266,2.22
328879,1306,0.144
328879,1316,0.487
328879,1317,0
328879,1334,0
328879,1267,0.032
328879,1333,0
328879,1263,0.68
328879,1314,0.247
328879,1405,0
328879,1404,0.077
328879,1276,0
328879,1260,0.372
328879,1264,2.05
328879,1411,0.006
328879,1313,0.004
328879,1259,0.414
328879,1277,0.036
328879,1273,0.008
328879,1305,0
328879,1321,0
328879,1311,0.106
328879,1303,0.062
328879,1315,4.17
328879,1304,0.528
328879,1301,0.006
328879,1406,0.021
328879,1312,0
328879,1323,0.038
328879,1300,0.127
328879,1262,0.599
328879,1409,0.002
328879,1299,0.207
328879,1271,0.034
328879,1335,0
328879,1261,0.241
328879,1272,0
328879,1414,0
328879,1278,0.007
328880,1004,21.4
328880,1051,45.3
328880,1007,3.62
328880,1002,3.9
328890,1128,0
328890,1130,0
328890,1109,0.5
328890,1127,0
328890,1129,0
328890,1131,0
328890,1125,0
328890,1126,0
328891,1253,66
328892,1090,29.1
328892,1091,536
328892,1095,3.78
328892,1092,127
328892,1101,0.031
328892,1089,0.16
328892,1093,780
328892,1098,0.038
328892,1087,705
328893,1167,0.14
328894,1166,0.41
328895,1103,30.4
328896,1165,0.02
328897,1175,0.11
328898,1260,0.344
328898,1311,0.101
328898,1276,0
328898,1306,0.136
328898,1299,0.203
328898,1261,0.221
328898,1272,0
328898,1280,0.012
328898,1264,1.95
328898,1259,0.393
328898,1313,0.005
328898,1301,0.005
328898,1303,0.064
328898,1323,0.038
328898,1262,0.545
328898,1321,0
328898,1411,0.006
328898,1409,0.002
328898,1273,0.007
328898,1314,0.258
328898,1312,0
328898,1333,0
328898,1265,5.45
328898,1300,0.123
328898,1414,0
328898,1404,0.07
328898,1278,0.005
328898,1316,0.465
328898,1304,0.486
328898,1267,0.029
328898,1315,4.09
328898,1335,0
328898,1263,0.631
328898,1266,2.06
328898,1406,0.022
328898,1405,0.002
328898,1277,0.035
328898,1317,0.001
328898,1305,0
328898,1334,0
328898,1271,0.032
328899,1004,20.6
328899,1007,4.01
328899,1002,3.77
328899,1051,46.7
328900,1178,1.5
328901,1183,4
328901,1184,0
328901,1185,1.2
328911,1126,0.25
328911,1130,0
328911,1109,0.53
328911,1127,0
328911,1131,0
328911,1129,0
328911,1125,0
328911,1128,0
328912,1253,64
328913,1177,26
328914,1091,514
328914,1092,144
328914,1093,587
328914,1101,0.03
328914,1089,0.19
328914,1090,27.9
328914,1095,3.43
328914,1087,669
328914,1098,0.062
328915,1167,0.13
328916,1166,0.35
328917,1103,25.7
328918,1165,0.03
328919,1175,0.117
328920,1414,0
328920,1301,0.006
328920,1311,0.095
328920,1271,0.032
328920,1306,0.139
328920,1406,0.021
328920,1314,0.244
328920,1411,0.005
328920,1409,0.002
328920,1299,0.2
328920,1261,0.219
328920,1321,0
328920,1303,0.061
328920,1267,0.026
328920,1317,0
328920,1260,0.342
328920,1266,1.95
328920,1259,0.392
328920,1264,1.94
328920,1313,0.004
328920,1404,0.074
328920,1312,0
328920,1278,0.007
328920,1334,0
328920,1277,0.032
328920,1265,5.33
328920,1304,0.459
328920,1280,0.012
328920,1273,0.007
328920,1405,0
328920,1262,0.545
328920,1276,0
328920,1335,0
328920,1315,3.9
328920,1323,0.037
328920,1305,0
328920,1263,0.62
328920,1272,0
328920,1300,0.123
328920,1333,0
328920,1316,0.447
328921,1170,0.55
328922,1007,3.75
328922,1004,20.7
328922,1051,47.3
328922,1002,3.77
328923,1178,1.3
328931,1105,171
328932,1130,0
328932,1128,0
328932,1129,0
328932,1126,0.05
328932,1131,0
328932,1127,0
328932,1109,0.51
328932,1125,0
328933,1253,65
328934,1177,24
328935,1089,0.19
328935,1091,508
328935,1093,711
328935,1101,0.046
328935,1095,3.64
328935,1090,26.4
328935,1087,638
328935,1092,121
328935,1098,0.059
328936,1167,0.11
328937,1166,0.27
328938,1103,27.9
328939,1010,0
328939,1013,0.18
328939,1075,1.03
328939,1011,0.89
328939,1014,0
328939,1012,0
328940,1165,0.02
328941,1175,0.095
328942,1314,0.261
328942,1406,0.022
328942,1316,0.483
328942,1304,0.504
328942,1333,0
328942,1303,0.062
328942,1276,0
328942,1323,0.039
328942,1272,0
328942,1301,0.005
328942,1261,0.22
328942,1405,0
328942,1266,2
328942,1317,0
328942,1335,0
328942,1409,0.002
328942,1278,0.006
328942,1313,0.005
328942,1271,0.034
328942,1315,4.16
328942,1267,0.029
328942,1300,0.122
328942,1265,5.37
328942,1263,0.614
328942,1273,0.007
328942,1311,0.103
328942,1321,0
328942,1411,0.005
328942,1277,0.037
328942,1299,0.203
328942,1404,0.068
328942,1312,0
328942,1305,0
328942,1264,1.93
328942,1334,0
328942,1262,0.53
328942,1306,0.149
328942,1260,0.35
328942,1280,0.01
328942,1259,0.413
328942,1414,0
328943,1170,0.52
328944,1007,3.63
328944,1051,47.3
328944,1004,21.6
328944,1002,3.72
328945,1178,1.2
328955,1127,0
328955,1130,0
328955,1128,0
328955,1125,0
328955,1109,0.51
328955,1131,0
328955,1129,0
328955,1126,0.05
328956,1253,65
328957,1098,0.035
328957,1087,788
328957,1093,679
328957,1092,91
328957,1091,480
328957,1101,0.035
328957,1089,0.36
328957,1095,3.74
328957,1090,29
328958,1167,0.15
328959,1166,0.31
328960,1103,33.4
328961,1165,0.02
328962,1175,0.099
328963,1406,0.022
328963,1315,3.96
328963,1271,0.035
328963,1267,0.029
328963,1313,0.005
328963,1277,0.041
328963,1323,0.036
328963,1280,0.01
328963,1303,0.06
328963,1333,0
328963,1278,0.005
328963,1304,0.474
328963,1265,5.33
328963,1276,0
328963,1405,0.002
328963,1266,2.06
328963,1264,1.94
328963,1259,0.391
328963,1321,0
328963,1404,0.058
328963,1299,0.196
328963,1306,0.131
328963,1317,0.001
328963,1261,0.228
328963,1312,0
328963,1316,0.47
328963,1263,0.649
328963,1300,0.12
328963,1414,0
328963,1411,0.007
328963,1301,0.005
328963,1335,0
328963,1314,0.244
328963,1272,0
328963,1260,0.352
328963,1305,0
328963,1334,0
328963,1311,0.095
328963,1409,0.002
328963,1262,0.562
328963,1273,0.007
328964,1004,20.2
328964,1007,3.95
328964,1051,42.1
328964,1002,3.84
328965,1178,0.66
328966,1178,1.4
328972,1089,0.43
328972,1092,163
328972,1093,799
328972,1091,603
328972,1090,25.1
328972,1101,0.064
328972,1087,698
328972,1098,0.037
328972,1095,3.19
328973,1312,0
328973,1313,0.005
328973,1305,0
328973,1306,0.126
328973,1314,0.211
328973,1405,0.003
328973,1261,0.209
328973,1300,0.112
328973,1404,0.059
328973,1266,2.15
328973,1316,0.509
328973,1411,0.007
328973,1271,0.035
328973,1409,0.002
328973,1260,0.336
328973,1406,0.023
328973,1311,0.097
328973,1263,0.558
328973,1264,1.77
328973,1304,0.516
328973,1414,0
328973,1317,0.001
328973,1267,0.028
328973,1301,0.006
328973,1272,0
328973,1280,0.011
328973,1321,0.001
328973,1277,0.04
328973,1303,0.004
328973,1273,0.008
328973,1278,0.005
328973,1262,0.495
328973,1315,4.02
328973,1335,0
328973,1323,0.034
328973,1334,0.001
328973,1265,4.93
328973,1276,0
328973,1333,0
328973,1299,0.179
328973,1259,0.397
328974,1007,4.15
328974,1051,43.4
328974,1004,17.8
328974,1002,3.38
328984,1105,168
328985,1131,0
328985,1109,0.48
328985,1130,0
328985,1128,0
328985,1125,0
328985,1129,0
328985,1126,0
328985,1127,0
328986,1253,64
328987,1177,30
328988,1093,658
328988,1101,0.041
328988,1089,0.21
328988,1087,773
328988,1092,106
328988,1090,29.2
328988,1091,484
328988,1098,0.026
328988,1095,3.66
328989,1167,0.12
328990,1166,0.45
328991,1103,27.4
328992,1010,0
328992,1013,0.18
328992,1014,0
328992,1012,0
328992,1011,0
328992,1075,0.81
328993,1165,0.02
328994,1175,0.096
328995,1266,2.07
328995,1303,0.059
328995,1264,1.94
328995,1261,0.236
328995,1262,0.563
328995,1305,0
328995,1311,0.1
328995,1280,0.011
328995,1315,3.98
328995,1259,0.416
328995,1406,0.022
328995,1273,0.007
328995,1405,0
328995,1314,0.235
328995,1411,0.006
328995,1267,0.028
328995,1323,0.035
328995,1301,0.005
328995,1312,0
328995,1316,0.463
328995,1409,0.002
328995,1271,0.032
328995,1299,0.195
328995,1317,0
328995,1304,0.503
328995,1276,0
328995,1414,0
328995,1404,0.075
328995,1263,0.642
328995,1306,0.131
328995,1265,5.36
328995,1313,0.004
328995,1300,0.104
328995,1333,0
328995,1277,0.034
328995,1260,0.369
328995,1334,0
328995,1278,0.006
328995,1335,0
328995,1321,0
328995,1272,0
328996,1170,0.42
328997,1051,45.1
328997,1004,21.1
328997,1007,3.94
328997,1002,3.84
328998,1178,1.4
328999,1183,4.2
328999,1184,0
328999,1185,1.2
329009,1091,499
329009,1092,111
329009,1095,3.86
329009,1101,0.039
329009,1089,0.17
329009,1087,761
329009,1093,592
329009,1090,31.5
329009,1098,0.036
329010,1299,0.2
329010,1261,0.217
329010,1278,0.007
329010,1414,0
329010,1312,0
329010,1300,0.114
329010,1306,0.139
329010,1335,0
329010,1303,0.059
329010,1334,0
329010,1260,0.34
329010,1409,0.002
329010,1273,0.007
329010,1316,0.418
329010,1315,3.83
329010,1311,0.09
329010,1404,0.088
329010,1267,0.028
329010,1317,0
329010,1301,0.005
329010,1323,0.039
329010,1271,0.022
329010,1265,5.28
329010,1259,0.389
329010,1264,1.92
329010,1321,0
329010,1263,0.61
