fdc_id,nutrient_id,amount
320064,1301,0
320064,1404,0.007
320064,2021,0
320064,1304,0.046
320064,1411,0
320064,1406,0.002
320064,1272,0
320064,1261,0.021
320064,1312,0
320064,2009,0.015
320064,1311,0.008
320064,1262,0.054
320064,2014,0
320064,1276,0
320064,2013,0
320064,2004,0
320064,1264,0.181
320064,1321,0.001
320064,2005,0
320064,2012,0.003
320064,2003,0
320064,1414,0
320064,1333,0
320064,1334,0
320064,1281,0.003
320064,1280,0.001
320064,1258,1.12
320064,1278,0
320064,2007,0
320064,1271,0.003
320064,1299,0.021
320064,1303,0.005
320064,1260,0.032
320064,1292,0.41
320064,2006,0
320064,1405,0
320064,2008,0
320064,1306,0.01
320064,1323,0.003
320064,1259,0.042
320064,1315,0.368
320064,2019,0
320064,1263,0.057
320064,1316,0
320064,1273,0.002
320064,1293,0.01
320064,1267,0.002
320065,1218,0.15
320065,1232,0.03
320065,1227,0.18
320065,1215,0.09
320065,1219,0.19
320065,1224,0.74
320065,1211,0.15
320065,1226,0.26
320065,1221,0.09
320065,1220,0.12
320065,1213,0.32
320065,1223,0.26
320065,1228,0
320065,1217,0.16
320065,1214,0.29
320065,1225,0.07
320065,1210,0.04
320065,1212,0.16
320065,1222,0.11
320066,1002,0.51
320066,1007,0.63
320066,1004,1.91
320066,1051,89.8
320067,1113,0
320067,1111,0
320067,1112,1.1
320068,1103,3.2
320069,1119,0
320069,1108,0
320069,2028,2
320069,2029,0
320069,1120,0
320069,1121,0
320069,1159,1
320069,1160,0
320069,2032,0
320069,1107,3
320069,1122,0
320069,1161,0
320070,1129,0
320070,1127,0
320070,1130,0
320070,1126,0
320070,1125,0
320070,1128,0
320070,1131,0
320070,1109,0.03
320071,1199,1.3
320071,1195,1.2
320071,1197,10.1
320071,1180,17.4
320071,1198,0.7
320071,1196,2
320071,1194,2.8
320072,1089,0
320072,1091,101
320072,1090,12
320072,1087,124
320072,1098,0
320072,1101,0
320072,1095,0.43
320072,1092,152
320072,1093,36
320073,1177,0
320074,1167,0.1
320075,1103,3.2
320076,1253,8
320077,1011,0
320077,1010,0
320077,1012,0
320077,1075,0
320077,1013,4.81
320077,1014,0
320078,1170,0.314
320079,1165,0.053
320080,1178,0.57
320081,1166,0.172
320082,1175,0.057
320083,1105,74
320084,1100,38.6
320087,2004,0
320087,1414,0
320087,1259,0.044
320087,1316,0.054
320087,1293,0.07
320087,1273,0.002
320087,2008,0
320087,1261,0.022
320087,2014,0
320087,1311,0.009
320087,2009,0.015
320087,1323,0.003
320087,1292,0.43
320087,1305,0
320087,1260,0.034
320087,1264,0.188
320087,1333,0
320087,2019,0
320087,1406,0.002
320087,1263,0.06
320087,1315,0.385
320087,1272,0
320087,1306,0.012
320087,1314,0.024
320087,1304,0.045
320087,1266,0.201
320087,2012,0.003
320087,2021,0
320087,1405,0
320087,1301,0.001
320087,2006,0
320087,1299,0.019
320087,1411,0
320087,1312,0
320087,1276,0
320087,2003,0
320087,1278,0.001
320087,1321,0
320087,1281,0.003
320087,1303,0.005
320087,2013,0
320087,1257,0.06
320087,2007,0
320087,2005,0
320087,1267,0.002
320087,1334,0
320087,1258,1.14
320087,1404,0.009
320087,2015,0
320087,1262,0.056
320087,1335,0
320087,1271,0.003
320087,1300,0.013
320087,1265,0.504
320087,1313,0.001
320087,1280,0.002
320088,1232,0.03
320088,1212,0.16
320088,1224,0.72
320088,1213,0.31
320088,1223,0.26
320088,1219,0.19
320088,1218,0.15
320088,1211,0.14
320088,1221,0.09
320088,1222,0.1
320088,1225,0.07
320088,1227,0.18
320088,1214,0.29
320088,1215,0.08
320088,1228,0
320088,1210,0.04
320088,1226,0.29
320088,1217,0.15
320088,1220,0.12
320089,1002,0.51
320089,1051,90.7
320089,1004,1.97
320089,1007,0.67
320090,1111,0
320090,1112,0.9
320090,1113,0
320091,1103,0
320092,1101,0
320092,1093,38
320092,1087,126
320092,1091,103
320092,1098,0.006
320092,1095,0.43
320092,1092,153
320092,1089,0
320092,1090,12
320093,1177,7
320094,1167,0.09
320095,1103,0
320096,1253,8
320097,1011,0
320097,1010,0
320097,1075,0
320097,1012,0
320097,1013,4.84
320097,1014,0
320098,1165,0.053
320099,1178,0.46
320100,1166,0.151
320101,1175,0.054
320102,1105,98
320103,1100,28.7
320106,1304,0.066
320106,1411,0.001
320106,1333,0
320106,1406,0.003
320106,2003,0
320106,1334,0
320106,1257,0.08
320106,1404,0.006
320106,1301,0
320106,1281,0.002
320106,2019,0
320106,1305,0
320106,1316,0.064
320106,1299,0.016
320106,1280,0.001
320106,2013,0
320106,1265,0.464
320106,1335,0
320106,1306,0.008
320106,1272,0
320106,1263,0.052
320106,2014,0
320106,1278,0
320106,1266,0.217
320106,2008,0.001
320106,2012,0.001
320106,1260,0.031
320106,1312,0
320106,1323,0
320106,2007,0
320106,1292,0.38
320106,1300,0.009
320106,1405,0
320106,1315,0.36
320106,1258,1.06
320106,1262,0.046
320106,1273,0.001
320106,2006,0
320106,1261,0.02
320106,1271,0.003
320106,2009,0.011
320106,2021,0
320106,1264,0.16
320106,1314,0.012
320106,1303,0.004
320106,1313,0
320106,1311,0.008
320106,1259,0.042
320106,1414,0
320106,1267,0.002
320106,1321,0
320106,2005,0
320106,2004,0
320106,1276,0
320106,2015,0
320106,1293,0.08
320107,1225,0.08
320107,1210,0.05
320107,1232,0.04
320107,1222,0.13
320107,1215,0.1
320107,1218,0.19
320107,1220,0.14
320107,1228,0
320107,1217,0.19
320107,1221,0.11
320107,1214,0.31
320107,1226,0.37
320107,1212,0.2
320107,1224,0.87
320107,1211,0.18
320107,1213,0.37
320107,1219,0.24
320107,1223,0.32
320107,1227,0.22
320108,1004,1.87
320108,1007,0.88
320108,1002,0.58
320108,1051,88.2
320109,1112,1.4
320109,1113,0
320109,1111,0
320110,1103,3.7
320111,1089,0
320111,1093,46
320111,1087,133
320111,1098,0
320111,1092,178
320111,1101,0
320111,1090,13.2
320111,1091,111
320111,1095,0.44
320112,1177,0
320113,1167,0.13
320114,1103,3.7
320115,1253,8
320116,1010,0
320116,1011,0
320116,1013,5.54
320116,1014,0
320116,1075,0
320116,1012,0
320117,1170,0.378
320118,1165,0.065
320119,1178,0.57
320120,1166,0.141
320121,1175,0.064
320122,1105,81
320123,1100,22.6
320126,1281,0.003
320126,1306,0.008
320126,2015,0
320126,1276,0
320126,1271,0.003
320126,1292,0.39
320126,1314,0.028
320126,1414,0
320126,1406,0.002
320126,2005,0
320126,1257,0.07
320126,2006,0
320126,1411,0
320126,1333,0
320126,1272,0
320126,1405,0
320126,1303,0.005
320126,1267,0.002
320126,1305,0
320126,1335,0
320126,1273,0.001
320126,2003,0
320126,1293,0.06
320126,1280,0
320126,1312,0
320126,1300,0.014
320126,2007,0
320126,1316,0.043
320126,2009,0.015
320126,2004,0
320126,2014,0
320126,1259,0.044
320126,1266,0.168
320126,1321,0
320126,1323,0.003
320126,1404,0.007
320126,1263,0.058
320126,2012,0.003
320126,1301,0
320126,1299,0.019
320126,2019,0
320126,1315,0.343
320126,2008,0
320126,1260,0.033
320126,2013,0
320126,1262,0.055
320126,1304,0.053
320126,1278,0
320126,1261,0.021
320126,1265,0.507
320126,1264,0.181
320126,1311,0.007
320126,1334,0
320126,2021,0
320126,1313,0.001
320126,1258,1.1
320127,1214,0.28
320127,1222,0.11
320127,1228,0
320127,1227,0.19
320127,1219,0.21
320127,1232,0.04
320127,1210,0.04
320127,1213,0.32
320127,1212,0.16
320127,1217,0.15
320127,1211,0.16
320127,1215,0.08
320127,1221,0.1
320127,1226,0.33
320127,1218,0.16
320127,1224,0.74
320127,1223,0.28
320127,1220,0.13
320127,1225,0.06
320128,1051,89.3
320128,1004,1.85
320128,1002,0.52
320128,1007,0.83
320129,1111,0
320129,1112,1.6
320129,1113,0
320130,1103,3
320131,1095,0.46
320131,1092,165
320131,1089,0
320131,1087,127
320131,1101,0.003
320131,1090,11.7
320131,1098,0.005
320131,1091,104
320131,1093,41
320132,1177,0
320133,1167,0.12
320134,1103,3
320135,1253,8
320136,1014,0
320136,1013,4.78
320136,1075,0
320136,1011,0
320136,1010,0
320136,1012,0
320137,1165,0.063
320138,1178,0.6
320139,1166,0.142
320140,1175,0.059
320141,1105,115
320142,1100,32.1
320145,1257,0.08
320145,1311,0.008
320145,1305,0
320145,1267,0.002
320145,1280,0.001
320145,1405,0
320145,2014,0
320145,1258,1.25
320145,1263,0.063
320145,1411,0.001
320145,1281,0.003
320145,1264,0.2
320145,1303,0.005
320145,1261,0.022
320145,1259,0.043
320145,2021,0
320145,1299,0.02
320145,1313,0
320145,1323,0.003
320145,1316,0.053
320145,1314,0.028
320145,1414,0
320145,2015,0
320145,2009,0.015
320145,1306,0.012
320145,1278,0
320145,1260,0.035
320145,1262,0.052
320145,1301,0.001
320145,2005,0
320145,1315,0.351
320145,1265,0.614
320145,2019,0
320145,1272,0
320145,1312,0
320145,2008,0.001
320145,1276,0
320145,2013,0
320145,1335,0
320145,2003,0
320145,2004,0
320145,1406,0.002
320145,1321,0.001
320145,1266,0.184
320145,1271,0.003
320145,2012,0.002
320145,2006,0
320145,2007,0
320145,1304,0.057
320145,1273,0.001
320145,1334,0
320145,1300,0.01
320145,1293,0.07
320145,1333,0
320145,1404,0.006
320145,1292,0.4
320146,1213,0.33
320146,1220,0.12
320146,1224,0.82
320146,1222,0.11
320146,1221,0.1
320146,1226,0.35
320146,1227,0.2
320146,1218,0.16
320146,1219,0.22
320146,1232,0.03
320146,1215,0.09
320146,1217,0.16
320146,1211,0.17
320146,1214,0.27
320146,1223,0.31
320146,1210,0.04
320146,1225,0.06
320146,1212,0.17
320146,1228,0
320147,1004,2.06
320147,1051,89.4
320147,1007,1.02
320147,1002,0.51
320148,1113,0
320148,1111,0
320148,1112,0.8
320149,1103,0
320150,1160,0
320150,1161,0
320150,1159,1
320150,1108,0
320150,1121,0
320150,1119,0
320150,2028,2
320150,1107,2
320150,1120,0
320150,2029,0
320150,2032,0
320150,1122,0
320151,1109,0.02
320151,1125,0
320151,1127,0
320151,1131,0
320151,1126,0
320151,1129,0
320151,1130,0
320151,1128,0
320152,1180,18.4
320152,1197,10.8
320152,1194,3.5
320152,1196,1.7
320152,1195,1.1
320152,1199,1.2
320152,1198,0.8
320153,1101,0.003
320153,1095,0.41
320153,1091,101
320153,1092,149
320153,1098,0.006
320153,1090,12.2
320153,1089,0
320153,1087,125
320153,1093,37
320154,1177,0
320155,1167,0.12
320156,1103,0
320157,1253,8
320158,1010,0
320158,1011,0
320158,1014,0
320158,1012,0
320158,1013,4.75
320158,1075,0
320159,1165,0.059
320160,1178,0.65
320161,1166,0.135
320162,1175,0.058
320163,1105,56
320164,1100,36.2
320167,1002,0.52
320167,1004,1.9
320167,1051,88.6
320167,1007,0.69
320168,1112,1.2
320168,1113,0
320168,1111,0
320169,1253,8
320170,1253,8
320171,1100,40.3
320174,1004,1.9
320174,1007,0.97
320174,1002,0.52
320174,1051,89
320175,1112,1.3
320175,1111,0
320175,1113,0
320176,1253,8
320177,1100,31.4
320178,1100,31.8
320181,1004,1.97
320181,1051,88
320181,1002,0.58
320181,1007,0.88
320182,1112,1
320182,1113,0
320182,1111,0
320183,1253,8
320184,1100,33.1
320187,1051,89
320187,1002,0.52
320187,1007,0.64
320187,1004,1.96
320188,1112,1
320188,1113,0
320188,1111,0
320189,1253,8
320190,1100,58.5
320193,1002,0.5
320193,1051,88.8
320193,1004,1.87
320193,1007,1.1
320194,1113,0
320194,1111,0
320194,1112,1.1
320195,1253,8
320196,1100,33
320199,1007,0.62
320199,1002,0.51
320199,1051,89.5
320199,1004,1.92
320200,1112,1.1
320200,1113,0
320200,1111,0
320201,1253,8
320202,1100,39.3
320205,1004,1.81
320205,1051,89.2
320205,1002,0.47
320205,1007,0.72
320206,1111,0
320206,1113,0
320206,1112,1.1
320207,1253,7
320208,1100,103
320209,1100,102
320212,1293,0.06
320212,1258,0.96
320212,1292,0.36
320212,1257,0.07
320212,2005,0
320212,1272,0
320212,2015,0
320212,1313,0.001
320212,1414,0
320212,1271,0.002
320212,1300,0.009
320212,2008,0.001
320212,1263,0.049
320212,1276,0
320212,1411,0.001
320212,2003,0
320212,1311,0.008
320212,1316,0.052
320212,1261,0.018
320212,1321,0
320212,1305,0
320212,1301,0
320212,2014,0
320212,1273,0.001
320212,2021,0
320212,2004,0
320212,1304,0.054
320212,1306,0.009
320212,1312,0
320212,1315,0.325
320212,2019,0
320212,1265,0.438
320212,2013,0
320212,1262,0.041
320212,2012,0.003
320212,1334,0
320212,1323,0.002
320212,1333,0
320212,1278,0
320212,1259,0.033
320212,1314,0.02
320212,1299,0.017
320212,1405,0
320212,1406,0.002
320212,1266,0.171
320212,2009,0.012
320212,1335,0
320212,1260,0.026
320212,2007,0
320212,1280,0.001
320212,2006,0
320212,1267,0.002
320212,1264,0.158
320212,1281,0.002
320212,1303,0.005
320212,1404,0.005
320213,1222,0.12
320213,1212,0.19
320213,1226,0.35
320213,1210,0.04
320213,1225,0.07
320213,1217,0.18
320213,1213,0.35
320213,1223,0.32
320213,1224,0.86
320213,1219,0.24
320213,1220,0.13
320213,1227,0.21
320213,1232,0.03
320213,1218,0.18
320213,1214,0.27
320213,1211,0.18
320213,1228,0
320213,1221,0.11
320213,1215,0.1
320214,1004,1.68
320214,1051,89.4
320214,1002,0.52
320214,1007,0.72
320215,1113,0
320215,1112,1.2
320215,1111,0
320216,1103,3.9
320217,1092,152
320217,1101,0
320217,1093,37
320217,1095,0.42
320217,1098,0
320217,1090,11.8
320217,1089,0
320217,1091,101
320217,1087,121
320218,1177,0
320219,1167,0.11
320220,1103,3.9
320221,1253,7
320222,1010,0
320222,1011,0
320222,1075,0
320222,1014,0
320222,1012,0
320222,1013,4.79
320223,1170,0.407
320224,1165,0.055
320225,1178,0.59
320226,1166,0.133
320227,1175,0.064
320228,1105,88
320229,1100,42.9
320232,1406,0.002
320232,1311,0.007
320232,1299,0.019
320232,1316,0.052
320232,1265,0.508
320232,1259,0.043
320232,1301,0
320232,1405,0
320232,1304,0.041
320232,2009,0.014
320232,1292,0.4
320232,1261,0.02
320232,1313,0
320232,1280,0.001
320232,1267,0.002
320232,1321,0
320232,1263,0.058
320232,1305,0
320232,1257,0.06
320232,1312,0
320232,1258,1.11
320232,2012,0.003
320232,1266,0.188
320232,2005,0
320232,1414,0
320232,1404,0.005
320232,1306,0.01
320232,2003,0
320232,2019,0
320232,1271,0.003
320232,1333,0
320232,1273,0.001
320232,1323,0.002
320232,2013,0
320232,1272,0
320232,1278,0
320232,1411,0.001
320232,2006,0
320232,2021,0
320232,1300,0.01
320232,2015,0
320232,1264,0.18
320232,2007,0
320232,1260,0.033
320232,1293,0.06
320232,2004,0
320232,1281,0.003
320232,1303,0.005
320232,2014,0
320232,1314,0.02
320232,1276,0
320232,1334,0
320232,1315,0.364
320232,1262,0.05
320232,2008,0.001
320232,1335,0
320233,1211,0.16
320233,1212,0.18
320233,1214,0.31
320233,1224,0.84
320233,1219,0.22
320233,1226,0.34
320233,1223,0.3
320233,1232,0.04
320233,1227,0.2
320233,1215,0.1
320233,1217,0.17
320233,1221,0.1
320233,1210,0.04
320233,1222,0.12
320233,1213,0.35
320233,1228,0
320233,1225,0.07
320233,1218,0.17
320233,1220,0.13
320234,1007,0.68
320234,1002,0.53
320234,1004,1.87
320234,1051,89.1
320235,1111,0
320235,1113,0
320235,1112,1.1
320236,1103,0
320237,2029,0
320237,1120,0
320237,1160,0
320237,1121,0
320237,1108,0
320237,1107,3
320237,1122,0
