,Partner Countries,Value,Item,Element,protein,fat,carbs,weight,protein tonnes,fat tonnes,carbs tonnes
33,Iran (Islamic Republic of),846450,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,29454.845363391883,1711.0197877152016,19903.21675434782
34,Italy,299451,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,10420.323585460525,605.3122883231199,7041.217036217389
35,Japan,553084,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,19246.268170554948,1118.0077597834184,13005.080908927532
36,Jordan,21069,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,733.1610100552939,42.589019915377854,495.4112750869564
37,Latvia,25000,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,869.952311518456,50.53517005479359,587.84384057971
38,Lithuania,41,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,1.4267217908902678,0.0828776788898615,0.9640638985507244
39,Malaysia,8267,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,287.67583037292303,16.710970033719146,194.38820120289847
40,Mexico,244,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,8.49073456042013,0.4932232597347855,5.73735588405797
41,Myanmar,120619,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,4197.311114521785,243.82006707356595,2836.2054482753615
42,Netherlands,2393241,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,83280.22159882964,4837.713636684171,56274.07923491302
43,New Zealand,15,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,0.5219713869110736,0.030321102032876156,0.35270630434782596
44,Nicaragua,101,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,3.5146073385345624,0.2041620870213661,2.3748891159420285
45,Oman,1539,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,53.554264297076145,3.110945068573094,36.18766682608695
46,Pakistan,17,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,0.59156757183255,0.03436391563725964,0.3997338115942028
47,Paraguay,3000,cake of  soya beans,Import Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,104.39427738221471,6.064220406575232,70.54126086956519
48,Paraguay,19,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,0.6611637567540265,0.03840672924164313,0.4467613188405796
49,Peru,167,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,5.811281440943286,0.33757493596602123,3.926796855072463
50,Philippines,3015,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,104.91624876912577,6.094541508608107,70.89396717391303
51,Poland,595181,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,20711.163468874645,1203.1029219352843,13994.939395202897
52,Portugal,32374,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,1126.5534453239397,65.44102381415551,761.2342597971012
53,Republic of Korea,1509893,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,52541.396219821436,3052.1079807816986,35503.2519993768
54,Romania,484646,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,16864.756318726944,979.6667210550199,11395.846638463765
55,Russian Federation,15695,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,546.1560611712866,31.72597976039942,369.0483631159419
56,Saudi Arabia,110568,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,3847.5554871989057,223.50290730473674,2599.868710608695
57,Singapore,6765,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,235.40909549689417,13.674817016827145,159.07054326086953
58,Slovakia,36927,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,1284.9891602976809,74.64448898453452,868.292380043478
59,Slovenia,666704,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,23200.027435944023,1347.6800006484443,15676.713595594198
60,South Africa,185,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,6.437647105236574,0.3739602584054726,4.350044420289854
61,Spain,33,cake of  soya beans,Import Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,1.1483370512043618,0.06670642447232755,0.7759538695652172
62,Spain,864890,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,30096.522188367893,1748.2945291476171,20336.810371159412
63,Switzerland,17629,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,613.4555719903543,35.63538051583825,414.52396262318837
64,Thailand,1901225,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,66159.00333866705,3843.149147496998,44704.936232246364
65,Türkiye,73862,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,2570.2567053350476,149.30514922348658,1736.7728701159415
66,United Arab Emirates,54194,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,1885.847822817248,109.54812023797936,1274.304363855072
67,United Kingdom of Great Britain and Northern Ireland,256138,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,8913.11380670857,517.7590954997889,6022.76582553623
68,United States of America,181,cake of  soya beans,Import Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,6.298454735393621,0.3658746311967056,4.2559894057971
69,United States of America,30546,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,1062.94253230571,61.745892179749006,718.2511181739128
70,Uruguay,98,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,3.410213061152347,0.1980978666147909,2.304347855072463
71,Venezuela (Bolivarian Republic of),30670,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,1067.2574957708416,61.99654662322079,721.1668236231882
72,Viet Nam,470900,cake of  soya beans,Export Quantity,24.010683797909383,1.3947706935123032,16.224489999999996,690.0,16386.421739761638,951.8804631520921,11072.626581159418
73,Afghanistan,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
74,Angola,106,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.7747888707037643,0.8731169303509729,3.1296890343698855
75,Antigua and Barbuda,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
76,Argentina,3192,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,23.33137806873977,26.292351336606654,94.24497545008184
77,Argentina,5115,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,37.38721767594108,42.132010365521005,151.02225859247133
78,Armenia,10,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.07309328968903438,0.08236952173122386,0.295253682487725
79,Australia,2,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.014618657937806874,0.01647390434624477,0.059050736497545005
80,Australia,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
81,Austria,777,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,5.679348608837971,6.400111838516094,22.941211129296235
82,Austria,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
83,Bahamas,3,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.02192798690671031,0.024710856519367157,0.08857610474631751
84,Bahrain,4,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.029237315875613748,0.03294780869248954,0.11810147299509001
85,Bangladesh,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
86,Barbados,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
87,Belgium,2870,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,20.977774140752864,23.640052736861247,84.73780687397708
88,Belgium,18,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.1315679214402619,0.14826513911620295,0.531456628477905
89,Belize,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
90,Bolivia (Plurinational State of),3011,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,22.008389525368248,24.801462993271503,88.90088379705401
91,Bosnia and Herzegovina,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
92,Botswana,4,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.029237315875613748,0.03294780869248954,0.11810147299509001
93,Bulgaria,11,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.08040261865793781,0.09060647390434623,0.32477905073649754
94,Bulgaria,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
95,Cabo Verde,20,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.14618657937806875,0.16473904346244772,0.59050736497545
96,Cameroon,129,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.9429034369885434,1.0625668303327878,3.8087725040916527
97,Canada,238,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,1.7396202945990182,1.960394617203128,7.027037643207855
98,Canada,29,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.21197054009819968,0.23887161302054918,0.8562356792144026
99,Chile,21,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.1534959083469722,0.1729759956355701,0.6200327332242226
100,Chile,2388,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,17.45467757774141,19.669841789416257,70.50657937806874
101,"China, Hong Kong SAR",30,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.21927986906710314,0.24710856519367155,0.885761047463175
102,"China, mainland",29,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.21197054009819968,0.23887161302054918,0.8562356792144026
103,"China, mainland",54,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.39470376432078563,0.44479541734860883,1.5943698854337152
104,"China, Taiwan Province of",2,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.014618657937806874,0.01647390434624477,0.059050736497545005
105,Colombia,929,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,6.790366612111293,7.652128568830696,27.429067103109656
106,Comoros,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
107,Congo,22,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.16080523731587562,0.18121294780869246,0.6495581014729951
108,Costa Rica,6,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.04385597381342062,0.04942171303873431,0.17715220949263502
109,Costa Rica,237,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,1.7323109656301146,1.9521576650300052,6.997512274959083
110,Côte d'Ivoire,4,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.029237315875613748,0.03294780869248954,0.11810147299509001
111,Cuba,297,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,2.170870703764321,2.4463747954173485,8.769034369885434
112,Cyprus,4,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.029237315875613748,0.03294780869248954,0.11810147299509001
113,Czechia,2,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.014618657937806874,0.01647390434624477,0.059050736497545005
114,Czechia,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
115,Democratic Republic of the Congo,254,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,1.856569558101473,2.0921858519730856,7.499443535188216
116,Denmark,1,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
117,Denmark,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
118,Djibouti,3,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.02192798690671031,0.024710856519367157,0.08857610474631751
119,Dominican Republic,309,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,2.2585826513911624,2.5452182214948174,9.123338788870702
120,Ecuador,384,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,2.80678232405892,3.162989634478996,11.337741407528641
121,Ecuador,898,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,6.563777414075287,7.396783051463902,26.51378068739771
122,El Salvador,8,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.058474631751227496,0.06589561738497908,0.23620294599018002
123,Ethiopia,43,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.3143011456628478,0.35418894344426255,1.2695908346972176
124,Fiji,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
125,France,507,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,3.705829787234043,4.176134751773049,14.969361702127658
126,France,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
127,Gabon,53,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.38739443535188217,0.43655846517548647,1.5648445171849428
128,Gambia,69,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.5043436988543372,0.5683496999454446,2.0372504091653028
129,Georgia,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
130,Germany,1496,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,10.934756137479543,12.322480450991089,44.16995090016367
131,Germany,7,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.05116530278232406,0.05765866521185669,0.20667757774140752
132,Ghana,79,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.5774369885433716,0.6507192216766685,2.3325040916530275
133,Greece,0,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
134,Greece,3,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.02192798690671031,0.024710856519367157,0.08857610474631751
135,Grenada,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
136,Guatemala,72,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.5262716857610475,0.5930605564648118,2.12582651391162
137,Guinea,28,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.20466121112929625,0.23063466084742676,0.8267103109656301
138,Guyana,65,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.47510638297872343,0.535401891252955,1.9191489361702125
139,Haiti,37,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.2704451718494272,0.3047672304055283,1.0924386252045828
140,Honduras,11,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.08040261865793781,0.09060647390434623,0.32477905073649754
141,Hungary,91,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.6651489361702128,0.7495626477541371,2.6868085106382975
142,Hungary,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
143,India,577,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,4.217482815057283,4.752721403891616,17.036137479541736
144,India,18,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.1315679214402619,0.14826513911620295,0.531456628477905
145,Indonesia,2,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.014618657937806874,0.01647390434624477,0.059050736497545005
146,Iran (Islamic Republic of),0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
147,Iraq,5,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.03654664484451719,0.04118476086561193,0.1476268412438625
148,Israel,0,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
149,Israel,86,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.6286022913256956,0.7083778868885251,2.539181669394435
150,Italy,3466,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,25.334134206219314,28.549276232042185,102.3349263502455
151,Italy,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
152,Jamaica,40,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.2923731587561375,0.32947808692489544,1.1810147299509
153,Japan,3,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.02192798690671031,0.024710856519367157,0.08857610474631751
154,Japan,462,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,3.3769099836333876,3.8054719039825424,13.640720130932896
155,Jordan,9,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.06578396072013094,0.07413256955810148,0.2657283142389525
156,Kenya,66,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.4824157119476269,0.5436388434260774,1.9486743044189851
157,Latvia,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
158,Lebanon,0,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
159,Lebanon,6,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.04385597381342062,0.04942171303873431,0.17715220949263502
160,Liberia,39,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.28506382978723405,0.32124113475177307,1.1514893617021276
161,Libya,38,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.2777545008183306,0.31300418257865065,1.1219639934533552
162,Lithuania,15,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.10963993453355157,0.12355428259683578,0.4428805237315875
163,Luxembourg,9,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,0.06578396072013094,0.07413256955810148,0.2657283142389525
164,Luxembourg,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
165,Madagascar,5,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.03654664484451719,0.04118476086561193,0.1476268412438625
166,Malaysia,1,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.007309328968903437,0.008236952173122385,0.029525368248772502
167,Mali,285,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,2.0831587561374794,2.34753136933988,8.414729950900163
168,Malta,8,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.058474631751227496,0.06589561738497908,0.23620294599018002
169,Marshall Islands,16,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.11694926350245499,0.13179123476995816,0.47240589198036004
170,Mauritania,2,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.014618657937806874,0.01647390434624477,0.059050736497545005
171,Mexico,222,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,1.622671031096563,1.8286033824331696,6.554631751227495
172,Mexico,992,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,7.25085433715221,8.171056555737406,29.289165302782326
173,Mongolia,61,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.44586906710310964,0.5024540825604655,1.8010474631751228
174,Montenegro,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
175,Mozambique,37,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.2704451718494272,0.3047672304055283,1.0924386252045828
176,Myanmar,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
177,Netherlands,141,chocolate products nes,Import Quantity,4.466,5.032777777777778,18.04,611.0,1.0306153846153847,1.1614102564102564,4.163076923076923
178,Netherlands,11,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.08040261865793781,0.09060647390434623,0.32477905073649754
179,New Zealand,25,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.18273322422258592,0.20592380432805965,0.7381342062193126
180,Nicaragua,41,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.2996824877250409,0.3377150390980178,1.2105400981996726
181,Niger,161,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,1.1768019639934535,1.3261492998727042,4.753584288052373
182,Nigeria,8,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.058474631751227496,0.06589561738497908,0.23620294599018002
183,Norway,2,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.014618657937806874,0.01647390434624477,0.059050736497545005
184,Oman,14,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.10233060556464812,0.11531733042371338,0.41335515548281504
185,Pakistan,0,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.0,0.0,0.0
186,Palestine,78,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.5701276595744681,0.6424822695035461,2.302978723404255
187,Panama,97,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,0.7090049099836334,0.7989843607928714,2.8639607201309327
188,Paraguay,4361,chocolate products nes,Export Quantity,4.466,5.032777777777778,18.04,611.0,31.875983633387893,35.921348426986725,128.76013093289689
